(31 December 2023, 21:36) | image_mixer.py | INFO : 'Initialize ViewOriginal class' 
(31 December 2023, 22:16) | matplotlib.font_manager | DEBUG : 'findfont: score(FontEntry(fname='C:\\Windows\\Fonts\\consolaz.ttf', name='Consolas', style='italic', variant='normal', weight=700, stretch='normal', size='scalable')) = 11.335' 
(31 December 2023, 22:16) | matplotlib.font_manager | DEBUG : 'findfont: score(FontEntry(fname='C:\\Windows\\Fonts\\verdanai.ttf', name='Verdana', style='italic', variant='normal', weight=400, stretch='normal', size='scalable')) = 4.6863636363636365' 
(31 December 2023, 22:16) | matplotlib.font_manager | DEBUG : 'findfont: score(FontEntry(fname='C:\\Windows\\Fonts\\pala.ttf', name='Palatino Linotype', style='normal', variant='normal', weight=400, stretch='normal', size='scalable')) = 10.05' 
(31 December 2023, 22:16) | matplotlib.font_manager | DEBUG : 'findfont: score(FontEntry(fname='C:\\Windows\\Fonts\\verdana.ttf', name='Verdana', style='normal', variant='normal', weight=400, stretch='normal', size='scalable')) = 3.6863636363636365' 
(31 December 2023, 22:16) | matplotlib.font_manager | DEBUG : 'findfont: score(FontEntry(fname='C:\\Windows\\Fonts\\corbeli.ttf', name='Corbel', style='italic', variant='normal', weight=400, stretch='normal', size='scalable')) = 11.05' 
(31 December 2023, 22:16) | matplotlib.font_manager | DEBUG : 'findfont: score(FontEntry(fname='C:\\Windows\\Fonts\\tahomabd.ttf', name='Tahoma', style='normal', variant='normal', weight=700, stretch='normal', size='scalable')) = 10.335' 
(31 December 2023, 22:16) | matplotlib.font_manager | DEBUG : 'findfont: score(FontEntry(fname='C:\\Windows\\Fonts\\arabtype.ttf', name='Arabic Typesetting', style='normal', variant='normal', weight=400, stretch='normal', size='scalable')) = 10.05' 
(31 December 2023, 22:16) | matplotlib.font_manager | DEBUG : 'findfont: score(FontEntry(fname='C:\\Windows\\Fonts\\Inkfree.ttf', name='Ink Free', style='normal', variant='normal', weight=400, stretch='normal', size='scalable')) = 10.05' 
(31 December 2023, 22:16) | matplotlib.font_manager | DEBUG : 'findfont: score(FontEntry(fname='C:\\Windows\\Fonts\\unispace bd.ttf', name='Unispace', style='normal', variant='normal', weight=700, stretch='normal', size='scalable')) = 10.335' 
(31 December 2023, 22:16) | matplotlib.font_manager | DEBUG : 'findfont: score(FontEntry(fname='C:\\Windows\\Fonts\\malgunsl.ttf', name='Malgun Gothic', style='normal', variant='normal', weight=300, stretch='normal', size='scalable')) = 10.145' 
(31 December 2023, 22:16) | matplotlib.font_manager | DEBUG : 'findfont: score(FontEntry(fname='C:\\Windows\\Fonts\\comicz.ttf', name='Comic Sans MS', style='italic', variant='normal', weight=700, stretch='normal', size='scalable')) = 11.335' 
(31 December 2023, 22:16) | matplotlib.font_manager | DEBUG : 'findfont: score(FontEntry(fname='C:\\Windows\\Fonts\\comic.ttf', name='Comic Sans MS', style='normal', variant='normal', weight=400, stretch='normal', size='scalable')) = 10.05' 
(31 December 2023, 22:16) | matplotlib.font_manager | DEBUG : 'findfont: score(FontEntry(fname='C:\\Windows\\Fonts\\corbelb.ttf', name='Corbel', style='normal', variant='normal', weight=700, stretch='normal', size='scalable')) = 10.335' 
(31 December 2023, 22:16) | matplotlib.font_manager | DEBUG : 'findfont: score(FontEntry(fname='C:\\Windows\\Fonts\\ariblk.ttf', name='Arial', style='normal', variant='normal', weight=900, stretch='normal', size='scalable')) = 6.888636363636364' 
(31 December 2023, 22:16) | matplotlib.font_manager | DEBUG : 'findfont: score(FontEntry(fname='C:\\Windows\\Fonts\\comici.ttf', name='Comic Sans MS', style='italic', variant='normal', weight=400, stretch='normal', size='scalable')) = 11.05' 
(31 December 2023, 22:16) | matplotlib.font_manager | DEBUG : 'findfont: score(FontEntry(fname='C:\\Windows\\Fonts\\tahoma.ttf', name='Tahoma', style='normal', variant='normal', weight=400, stretch='normal', size='scalable')) = 10.05' 
(31 December 2023, 22:16) | matplotlib.font_manager | DEBUG : 'findfont: score(FontEntry(fname='C:\\Windows\\Fonts\\majallab.ttf', name='Sakkal Majalla', style='normal', variant='normal', weight=700, stretch='normal', size='scalable')) = 10.335' 
(31 December 2023, 22:16) | matplotlib.font_manager | DEBUG : 'findfont: score(FontEntry(fname='C:\\Windows\\Fonts\\corbelz.ttf', name='Corbel', style='italic', variant='normal', weight=700, stretch='normal', size='scalable')) = 11.335' 
(31 December 2023, 22:16) | matplotlib.font_manager | DEBUG : 'findfont: score(FontEntry(fname='C:\\Windows\\Fonts\\ebrima.ttf', name='Ebrima', style='normal', variant='normal', weight=400, stretch='normal', size='scalable')) = 10.05' 
(31 December 2023, 22:16) | matplotlib.font_manager | DEBUG : 'findfont: score(FontEntry(fname='C:\\Windows\\Fonts\\verdanaz.ttf', name='Verdana', style='italic', variant='normal', weight=700, stretch='normal', size='scalable')) = 4.971363636363637' 
(31 December 2023, 22:16) | matplotlib.font_manager | DEBUG : 'findfont: score(FontEntry(fname='C:\\Windows\\Fonts\\arialbd.ttf', name='Arial', style='normal', variant='normal', weight=700, stretch='normal', size='scalable')) = 6.698636363636363' 
(31 December 2023, 22:16) | matplotlib.font_manager | DEBUG : 'findfont: score(FontEntry(fname='C:\\Windows\\Fonts\\monbaiti.ttf', name='Mongolian Baiti', style='normal', variant='normal', weight=400, stretch='normal', size='scalable')) = 10.05' 
(31 December 2023, 22:16) | matplotlib.font_manager | DEBUG : 'findfont: score(FontEntry(fname='C:\\Windows\\Fonts\\segoeuiz.ttf', name='Segoe UI', style='italic', variant='normal', weight=700, stretch='normal', size='scalable')) = 11.335' 
(31 December 2023, 22:16) | matplotlib.font_manager | DEBUG : 'findfont: score(FontEntry(fname='C:\\Windows\\Fonts\\ariali.ttf', name='Arial', style='italic', variant='normal', weight=400, stretch='normal', size='scalable')) = 7.413636363636363' 
(31 December 2023, 22:16) | matplotlib.font_manager | DEBUG : 'findfont: score(FontEntry(fname='C:\\Windows\\Fonts\\LeelawUI.ttf', name='Leelawadee UI', style='normal', variant='normal', weight=400, stretch='normal', size='scalable')) = 10.05' 
(31 December 2023, 22:16) | matplotlib.font_manager | DEBUG : 'findfont: score(FontEntry(fname='C:\\Windows\\Fonts\\trebucit.ttf', name='Trebuchet MS', style='italic', variant='normal', weight=400, stretch='normal', size='scalable')) = 11.05' 
(31 December 2023, 22:16) | matplotlib.font_manager | DEBUG : 'findfont: score(FontEntry(fname='C:\\Windows\\Fonts\\constanz.ttf', name='Constantia', style='italic', variant='normal', weight=700, stretch='normal', size='scalable')) = 11.335' 
(31 December 2023, 22:16) | matplotlib.font_manager | DEBUG : 'findfont: score(FontEntry(fname='C:\\Windows\\Fonts\\segoescb.ttf', name='Segoe Script', style='normal', variant='normal', weight=700, stretch='normal', size='scalable')) = 10.335' 
(31 December 2023, 22:16) | matplotlib.font_manager | DEBUG : 'findfont: Matching sans\-serif:style=normal:variant=normal:weight=normal:stretch=normal:size=10.0 to DejaVu Sans ('C:\\Users\\Mohamed\\AppData\\Local\\Programs\\Python\\Python311\\Lib\\site-packages\\matplotlib\\mpl-data\\fonts\\ttf\\DejaVuSans.ttf') with score of 0.050000.' 
(31 December 2023, 22:17) | image_mixer.py | INFO : 'Initialize ViewOriginal class' 
(31 December 2023, 22:17) | image_mixer.py | INFO : 'Initialize ViewOriginal class' 
(31 December 2023, 22:17) | image_mixer.py | INFO : 'Initialize ViewOriginal class' 
(31 December 2023, 22:17) | image_mixer.py | INFO : 'Initialize ViewOriginal class' 
(31 December 2023, 22:17) | image_mixer.py | INFO : 'Initialize VeiwWeight class' 
(31 December 2023, 22:17) | image_mixer.py | INFO : 'Initialize VeiwWeight class' 
(31 December 2023, 22:17) | image_mixer.py | INFO : 'Initialize VeiwWeight class' 
(31 December 2023, 22:17) | image_mixer.py | INFO : 'Initialize VeiwWeight class' 
(31 December 2023, 22:17) | image_mixer.py | INFO : 'Initialize ImageMixer class' 
(31 December 2023, 22:17) | image_mixer.py | INFO : 'The user open D:/projects/project/task4/Fourier-Transform-Mixer/forest.jpeg' 
(31 December 2023, 22:17) | matplotlib.pyplot | DEBUG : 'Loaded backend qtagg version 5.15.9.' 
(31 December 2023, 22:17) | matplotlib.font_manager | DEBUG : 'findfont: Matching sans\-serif:style=normal:variant=normal:weight=normal:stretch=normal:size=10.0.' 
(31 December 2023, 22:17) | matplotlib.font_manager | DEBUG : 'findfont: score(FontEntry(fname='C:\\Users\\Mohamed\\AppData\\Local\\Programs\\Python\\Python311\\Lib\\site-packages\\matplotlib\\mpl-data\\fonts\\ttf\\STIXSizFourSymReg.ttf', name='STIXSizeFourSym', style='normal', variant='normal', weight=400, stretch='normal', size='scalable')) = 10.05' 
(31 December 2023, 22:17) | matplotlib.font_manager | DEBUG : 'findfont: score(FontEntry(fname='C:\\Users\\Mohamed\\AppData\\Local\\Programs\\Python\\Python311\\Lib\\site-packages\\matplotlib\\mpl-data\\fonts\\ttf\\STIXNonUniBol.ttf', name='STIXNonUnicode', style='normal', variant='normal', weight=700, stretch='normal', size='scalable')) = 10.335' 
(31 December 2023, 22:17) | matplotlib.font_manager | DEBUG : 'findfont: score(FontEntry(fname='C:\\Users\\Mohamed\\AppData\\Local\\Programs\\Python\\Python311\\Lib\\site-packages\\matplotlib\\mpl-data\\fonts\\ttf\\cmmi10.ttf', name='cmmi10', style='normal', variant='normal', weight=400, stretch='normal', size='scalable')) = 10.05' 
(31 December 2023, 22:17) | matplotlib.font_manager | DEBUG : 'findfont: score(FontEntry(fname='C:\\Users\\Mohamed\\AppData\\Local\\Programs\\Python\\Python311\\Lib\\site-packages\\matplotlib\\mpl-data\\fonts\\ttf\\cmsy10.ttf', name='cmsy10', style='normal', variant='normal', weight=400, stretch='normal', size='scalable')) = 10.05' 
(31 December 2023, 22:17) | matplotlib.font_manager | DEBUG : 'findfont: score(FontEntry(fname='C:\\Users\\Mohamed\\AppData\\Local\\Programs\\Python\\Python311\\Lib\\site-packages\\matplotlib\\mpl-data\\fonts\\ttf\\cmb10.ttf', name='cmb10', style='normal', variant='normal', weight=400, stretch='normal', size='scalable')) = 10.05' 
(31 December 2023, 22:17) | matplotlib.font_manager | DEBUG : 'findfont: score(FontEntry(fname='C:\\Users\\Mohamed\\AppData\\Local\\Programs\\Python\\Python311\\Lib\\site-packages\\matplotlib\\mpl-data\\fonts\\ttf\\STIXSizOneSymBol.ttf', name='STIXSizeOneSym', style='normal', variant='normal', weight=700, stretch='normal', size='scalable')) = 10.335' 
(31 December 2023, 22:17) | matplotlib.font_manager | DEBUG : 'findfont: score(FontEntry(fname='C:\\Users\\Mohamed\\AppData\\Local\\Programs\\Python\\Python311\\Lib\\site-packages\\matplotlib\\mpl-data\\fonts\\ttf\\DejaVuSerif.ttf', name='DejaVu Serif', style='normal', variant='normal', weight=400, stretch='normal', size='scalable')) = 10.05' 
(31 December 2023, 22:17) | matplotlib.font_manager | DEBUG : 'findfont: score(FontEntry(fname='C:\\Users\\Mohamed\\AppData\\Local\\Programs\\Python\\Python311\\Lib\\site-packages\\matplotlib\\mpl-data\\fonts\\ttf\\DejaVuSans-BoldOblique.ttf', name='DejaVu Sans', style='oblique', variant='normal', weight=700, stretch='normal', size='scalable')) = 1.335' 
(31 December 2023, 22:17) | matplotlib.font_manager | DEBUG : 'findfont: score(FontEntry(fname='C:\\Users\\Mohamed\\AppData\\Local\\Programs\\Python\\Python311\\Lib\\site-packages\\matplotlib\\mpl-data\\fonts\\ttf\\STIXNonUni.ttf', name='STIXNonUnicode', style='normal', variant='normal', weight=400, stretch='normal', size='scalable')) = 10.05' 
(31 December 2023, 22:17) | matplotlib.font_manager | DEBUG : 'findfont: score(FontEntry(fname='C:\\Users\\Mohamed\\AppData\\Local\\Programs\\Python\\Python311\\Lib\\site-packages\\matplotlib\\mpl-data\\fonts\\ttf\\STIXSizFiveSymReg.ttf', name='STIXSizeFiveSym', style='normal', variant='normal', weight=400, stretch='normal', size='scalable')) = 10.05' 
(31 December 2023, 22:17) | matplotlib.font_manager | DEBUG : 'findfont: score(FontEntry(fname='C:\\Users\\Mohamed\\AppData\\Local\\Programs\\Python\\Python311\\Lib\\site-packages\\matplotlib\\mpl-data\\fonts\\ttf\\STIXSizTwoSymBol.ttf', name='STIXSizeTwoSym', style='normal', variant='normal', weight=700, stretch='normal', size='scalable')) = 10.335' 
(31 December 2023, 22:17) | matplotlib.font_manager | DEBUG : 'findfont: score(FontEntry(fname='C:\\Users\\Mohamed\\AppData\\Local\\Programs\\Python\\Python311\\Lib\\site-packages\\matplotlib\\mpl-data\\fonts\\ttf\\DejaVuSans-Bold.ttf', name='DejaVu Sans', style='normal', variant='normal', weight=700, stretch='normal', size='scalable')) = 0.33499999999999996' 
(31 December 2023, 22:17) | matplotlib.font_manager | DEBUG : 'findfont: score(FontEntry(fname='C:\\Users\\Mohamed\\AppData\\Local\\Programs\\Python\\Python311\\Lib\\site-packages\\matplotlib\\mpl-data\\fonts\\ttf\\STIXSizThreeSymBol.ttf', name='STIXSizeThreeSym', style='normal', variant='normal', weight=700, stretch='normal', size='scalable')) = 10.335' 
(31 December 2023, 22:17) | matplotlib.font_manager | DEBUG : 'findfont: score(FontEntry(fname='C:\\Users\\Mohamed\\AppData\\Local\\Programs\\Python\\Python311\\Lib\\site-packages\\matplotlib\\mpl-data\\fonts\\ttf\\DejaVuSansMono-BoldOblique.ttf', name='DejaVu Sans Mono', style='oblique', variant='normal', weight=700, stretch='normal', size='scalable')) = 11.335' 
(31 December 2023, 22:17) | matplotlib.font_manager | DEBUG : 'findfont: score(FontEntry(fname='C:\\Users\\Mohamed\\AppData\\Local\\Programs\\Python\\Python311\\Lib\\site-packages\\matplotlib\\mpl-data\\fonts\\ttf\\STIXGeneralBolIta.ttf', name='STIXGeneral', style='italic', variant='normal', weight=700, stretch='normal', size='scalable')) = 11.335' 
(31 December 2023, 22:17) | matplotlib.font_manager | DEBUG : 'findfont: score(FontEntry(fname='C:\\Users\\Mohamed\\AppData\\Local\\Programs\\Python\\Python311\\Lib\\site-packages\\matplotlib\\mpl-data\\fonts\\ttf\\DejaVuSerif-Bold.ttf', name='DejaVu Serif', style='normal', variant='normal', weight=700, stretch='normal', size='scalable')) = 10.335' 
(31 December 2023, 22:17) | matplotlib.font_manager | DEBUG : 'findfont: score(FontEntry(fname='C:\\Users\\Mohamed\\AppData\\Local\\Programs\\Python\\Python311\\Lib\\site-packages\\matplotlib\\mpl-data\\fonts\\ttf\\cmtt10.ttf', name='cmtt10', style='normal', variant='normal', weight=400, stretch='normal', size='scalable')) = 10.05' 
(31 December 2023, 22:17) | matplotlib.font_manager | DEBUG : 'findfont: score(FontEntry(fname='C:\\Users\\Mohamed\\AppData\\Local\\Programs\\Python\\Python311\\Lib\\site-packages\\matplotlib\\mpl-data\\fonts\\ttf\\DejaVuSansMono-Oblique.ttf', name='DejaVu Sans Mono', style='oblique', variant='normal', weight=400, stretch='normal', size='scalable')) = 11.05' 
(31 December 2023, 22:17) | matplotlib.font_manager | DEBUG : 'findfont: score(FontEntry(fname='C:\\Users\\Mohamed\\AppData\\Local\\Programs\\Python\\Python311\\Lib\\site-packages\\matplotlib\\mpl-data\\fonts\\ttf\\DejaVuSansDisplay.ttf', name='DejaVu Sans Display', style='normal', variant='normal', weight=400, stretch='normal', size='scalable')) = 10.05' 
(31 December 2023, 22:17) | matplotlib.font_manager | DEBUG : 'findfont: score(FontEntry(fname='C:\\Users\\Mohamed\\AppData\\Local\\Programs\\Python\\Python311\\Lib\\site-packages\\matplotlib\\mpl-data\\fonts\\ttf\\DejaVuSerif-Italic.ttf', name='DejaVu Serif', style='italic', variant='normal', weight=400, stretch='normal', size='scalable')) = 11.05' 
(31 December 2023, 22:17) | matplotlib.font_manager | DEBUG : 'findfont: score(FontEntry(fname='C:\\Users\\Mohamed\\AppData\\Local\\Programs\\Python\\Python311\\Lib\\site-packages\\matplotlib\\mpl-data\\fonts\\ttf\\cmex10.ttf', name='cmex10', style='normal', variant='normal', weight=400, stretch='normal', size='scalable')) = 10.05' 
(31 December 2023, 22:17) | matplotlib.font_manager | DEBUG : 'findfont: score(FontEntry(fname='C:\\Users\\Mohamed\\AppData\\Local\\Programs\\Python\\Python311\\Lib\\site-packages\\matplotlib\\mpl-data\\fonts\\ttf\\STIXGeneral.ttf', name='STIXGeneral', style='normal', variant='normal', weight=400, stretch='normal', size='scalable')) = 10.05' 
(31 December 2023, 22:17) | matplotlib.font_manager | DEBUG : 'findfont: score(FontEntry(fname='C:\\Users\\Mohamed\\AppData\\Local\\Programs\\Python\\Python311\\Lib\\site-packages\\matplotlib\\mpl-data\\fonts\\ttf\\DejaVuSans-Oblique.ttf', name='DejaVu Sans', style='oblique', variant='normal', weight=400, stretch='normal', size='scalable')) = 1.05' 
(31 December 2023, 22:17) | matplotlib.font_manager | DEBUG : 'findfont: score(FontEntry(fname='C:\\Users\\Mohamed\\AppData\\Local\\Programs\\Python\\Python311\\Lib\\site-packages\\matplotlib\\mpl-data\\fonts\\ttf\\STIXGeneralItalic.ttf', name='STIXGeneral', style='italic', variant='normal', weight=400, stretch='normal', size='scalable')) = 11.05' 
(31 December 2023, 22:17) | matplotlib.font_manager | DEBUG : 'findfont: score(FontEntry(fname='C:\\Users\\Mohamed\\AppData\\Local\\Programs\\Python\\Python311\\Lib\\site-packages\\matplotlib\\mpl-data\\fonts\\ttf\\STIXNonUniBolIta.ttf', name='STIXNonUnicode', style='italic', variant='normal', weight=700, stretch='normal', size='scalable')) = 11.335' 
(31 December 2023, 22:17) | matplotlib.font_manager | DEBUG : 'findfont: score(FontEntry(fname='C:\\Users\\Mohamed\\AppData\\Local\\Programs\\Python\\Python311\\Lib\\site-packages\\matplotlib\\mpl-data\\fonts\\ttf\\cmr10.ttf', name='cmr10', style='normal', variant='normal', weight=400, stretch='normal', size='scalable')) = 10.05' 
(31 December 2023, 22:17) | matplotlib.font_manager | DEBUG : 'findfont: score(FontEntry(fname='C:\\Users\\Mohamed\\AppData\\Local\\Programs\\Python\\Python311\\Lib\\site-packages\\matplotlib\\mpl-data\\fonts\\ttf\\cmss10.ttf', name='cmss10', style='normal', variant='normal', weight=400, stretch='normal', size='scalable')) = 10.05' 
(31 December 2023, 22:17) | matplotlib.font_manager | DEBUG : 'findfont: score(FontEntry(fname='C:\\Users\\Mohamed\\AppData\\Local\\Programs\\Python\\Python311\\Lib\\site-packages\\matplotlib\\mpl-data\\fonts\\ttf\\STIXSizThreeSymReg.ttf', name='STIXSizeThreeSym', style='normal', variant='normal', weight=400, stretch='normal', size='scalable')) = 10.05' 
(31 December 2023, 22:17) | matplotlib.font_manager | DEBUG : 'findfont: score(FontEntry(fname='C:\\Users\\Mohamed\\AppData\\Local\\Programs\\Python\\Python311\\Lib\\site-packages\\matplotlib\\mpl-data\\fonts\\ttf\\DejaVuSansMono-Bold.ttf', name='DejaVu Sans Mono', style='normal', variant='normal', weight=700, stretch='normal', size='scalable')) = 10.335' 
(31 December 2023, 22:17) | matplotlib.font_manager | DEBUG : 'findfont: score(FontEntry(fname='C:\\Users\\Mohamed\\AppData\\Local\\Programs\\Python\\Python311\\Lib\\site-packages\\matplotlib\\mpl-data\\fonts\\ttf\\DejaVuSansMono.ttf', name='DejaVu Sans Mono', style='normal', variant='normal', weight=400, stretch='normal', size='scalable')) = 10.05' 
(31 December 2023, 22:17) | matplotlib.font_manager | DEBUG : 'findfont: score(FontEntry(fname='C:\\Users\\Mohamed\\AppData\\Local\\Programs\\Python\\Python311\\Lib\\site-packages\\matplotlib\\mpl-data\\fonts\\ttf\\DejaVuSerifDisplay.ttf', name='DejaVu Serif Display', style='normal', variant='normal', weight=400, stretch='normal', size='scalable')) = 10.05' 
(31 December 2023, 22:17) | matplotlib.font_manager | DEBUG : 'findfont: score(FontEntry(fname='C:\\Users\\Mohamed\\AppData\\Local\\Programs\\Python\\Python311\\Lib\\site-packages\\matplotlib\\mpl-data\\fonts\\ttf\\STIXSizTwoSymReg.ttf', name='STIXSizeTwoSym', style='normal', variant='normal', weight=400, stretch='normal', size='scalable')) = 10.05' 
(31 December 2023, 22:17) | matplotlib.font_manager | DEBUG : 'findfont: score(FontEntry(fname='C:\\Users\\Mohamed\\AppData\\Local\\Programs\\Python\\Python311\\Lib\\site-packages\\matplotlib\\mpl-data\\fonts\\ttf\\DejaVuSans.ttf', name='DejaVu Sans', style='normal', variant='normal', weight=400, stretch='normal', size='scalable')) = 0.05' 
(31 December 2023, 22:17) | matplotlib.font_manager | DEBUG : 'findfont: score(FontEntry(fname='C:\\Users\\Mohamed\\AppData\\Local\\Programs\\Python\\Python311\\Lib\\site-packages\\matplotlib\\mpl-data\\fonts\\ttf\\STIXSizOneSymReg.ttf', name='STIXSizeOneSym', style='normal', variant='normal', weight=400, stretch='normal', size='scalable')) = 10.05' 
(31 December 2023, 22:17) | matplotlib.font_manager | DEBUG : 'findfont: score(FontEntry(fname='C:\\Users\\Mohamed\\AppData\\Local\\Programs\\Python\\Python311\\Lib\\site-packages\\matplotlib\\mpl-data\\fonts\\ttf\\STIXGeneralBol.ttf', name='STIXGeneral', style='normal', variant='normal', weight=700, stretch='normal', size='scalable')) = 10.335' 
(31 December 2023, 22:17) | matplotlib.font_manager | DEBUG : 'findfont: score(FontEntry(fname='C:\\Users\\Mohamed\\AppData\\Local\\Programs\\Python\\Python311\\Lib\\site-packages\\matplotlib\\mpl-data\\fonts\\ttf\\DejaVuSerif-BoldItalic.ttf', name='DejaVu Serif', style='italic', variant='normal', weight=700, stretch='normal', size='scalable')) = 11.335' 
(31 December 2023, 22:17) | matplotlib.font_manager | DEBUG : 'findfont: score(FontEntry(fname='C:\\Users\\Mohamed\\AppData\\Local\\Programs\\Python\\Python311\\Lib\\site-packages\\matplotlib\\mpl-data\\fonts\\ttf\\STIXNonUniIta.ttf', name='STIXNonUnicode', style='italic', variant='normal', weight=400, stretch='normal', size='scalable')) = 11.05' 
(31 December 2023, 22:17) | matplotlib.font_manager | DEBUG : 'findfont: score(FontEntry(fname='C:\\Users\\Mohamed\\AppData\\Local\\Programs\\Python\\Python311\\Lib\\site-packages\\matplotlib\\mpl-data\\fonts\\ttf\\STIXSizFourSymBol.ttf', name='STIXSizeFourSym', style='normal', variant='normal', weight=700, stretch='normal', size='scalable')) = 10.335' 
(31 December 2023, 22:17) | matplotlib.font_manager | DEBUG : 'findfont: score(FontEntry(fname='C:\\Windows\\Fonts\\LeelaUIb.ttf', name='Leelawadee UI', style='normal', variant='normal', weight=700, stretch='normal', size='scalable')) = 10.335' 
(31 December 2023, 22:17) | matplotlib.font_manager | DEBUG : 'findfont: score(FontEntry(fname='C:\\Windows\\Fonts\\timesi.ttf', name='Times New Roman', style='italic', variant='normal', weight=400, stretch='normal', size='scalable')) = 11.05' 
(31 December 2023, 22:17) | matplotlib.font_manager | DEBUG : 'findfont: score(FontEntry(fname='C:\\Windows\\Fonts\\georgiai.ttf', name='Georgia', style='italic', variant='normal', weight=400, stretch='normal', size='scalable')) = 11.05' 
(31 December 2023, 22:17) | matplotlib.font_manager | DEBUG : 'findfont: score(FontEntry(fname='C:\\Windows\\Fonts\\simpo.ttf', name='Simplified Arabic', style='normal', variant='normal', weight=400, stretch='normal', size='scalable')) = 10.05' 
(31 December 2023, 22:17) | matplotlib.font_manager | DEBUG : 'findfont: score(FontEntry(fname='C:\\Windows\\Fonts\\arial.ttf', name='Arial', style='normal', variant='normal', weight=400, stretch='normal', size='scalable')) = 6.413636363636363' 
(31 December 2023, 22:17) | matplotlib.font_manager | DEBUG : 'findfont: score(FontEntry(fname='C:\\Windows\\Fonts\\Nirmala.ttf', name='Nirmala UI', style='normal', variant='normal', weight=400, stretch='normal', size='scalable')) = 10.05' 
(31 December 2023, 22:17) | matplotlib.font_manager | DEBUG : 'findfont: score(FontEntry(fname='C:\\Windows\\Fonts\\javatext.ttf', name='Javanese Text', style='normal', variant='normal', weight=400, stretch='normal', size='scalable')) = 10.05' 
(31 December 2023, 22:17) | matplotlib.font_manager | DEBUG : 'findfont: score(FontEntry(fname='C:\\Windows\\Fonts\\simsun.ttc', name='SimSun', style='normal', variant='normal', weight=400, stretch='normal', size='scalable')) = 10.05' 
(31 December 2023, 22:17) | matplotlib.font_manager | DEBUG : 'findfont: score(FontEntry(fname='C:\\Windows\\Fonts\\bahnschrift.ttf', name='Bahnschrift', style='normal', variant='normal', weight=400, stretch='normal', size='scalable')) = 10.05' 
(31 December 2023, 22:17) | matplotlib.font_manager | DEBUG : 'findfont: score(FontEntry(fname='C:\\Windows\\Fonts\\msjh.ttc', name='Microsoft JhengHei', style='normal', variant='normal', weight=400, stretch='normal', size='scalable')) = 10.05' 
(31 December 2023, 22:17) | matplotlib.font_manager | DEBUG : 'findfont: score(FontEntry(fname='C:\\Windows\\Fonts\\UrdTypeb.ttf', name='Urdu Typesetting', style='normal', variant='normal', weight=700, stretch='normal', size='scalable')) = 10.335' 
(31 December 2023, 22:17) | matplotlib.font_manager | DEBUG : 'findfont: score(FontEntry(fname='C:\\Windows\\Fonts\\cambriai.ttf', name='Cambria', style='italic', variant='normal', weight=400, stretch='normal', size='scalable')) = 11.05' 
(31 December 2023, 22:17) | matplotlib.font_manager | DEBUG : 'findfont: score(FontEntry(fname='C:\\Windows\\Fonts\\LeelUIsl.ttf', name='Leelawadee UI', style='normal', variant='normal', weight=350, stretch='normal', size='scalable')) = 10.0975' 
(31 December 2023, 22:17) | matplotlib.font_manager | DEBUG : 'findfont: score(FontEntry(fname='C:\\Windows\\Fonts\\seguisym.ttf', name='Segoe UI Symbol', style='normal', variant='normal', weight=400, stretch='normal', size='scalable')) = 10.05' 
(31 December 2023, 22:17) | matplotlib.font_manager | DEBUG : 'findfont: score(FontEntry(fname='C:\\Windows\\Fonts\\UrdType.ttf', name='Urdu Typesetting', style='normal', variant='normal', weight=400, stretch='normal', size='scalable')) = 10.05' 
(31 December 2023, 22:17) | matplotlib.font_manager | DEBUG : 'findfont: score(FontEntry(fname='C:\\Windows\\Fonts\\cambriab.ttf', name='Cambria', style='normal', variant='normal', weight=700, stretch='normal', size='scalable')) = 10.335' 
(31 December 2023, 22:17) | matplotlib.font_manager | DEBUG : 'findfont: score(FontEntry(fname='C:\\Windows\\Fonts\\seguili.ttf', name='Segoe UI', style='italic', variant='normal', weight=300, stretch='normal', size='scalable')) = 11.145' 
(31 December 2023, 22:17) | matplotlib.font_manager | DEBUG : 'findfont: score(FontEntry(fname='C:\\Windows\\Fonts\\l_10646.ttf', name='Lucida Sans Unicode', style='normal', variant='normal', weight=400, stretch='normal', size='scalable')) = 10.05' 
(31 December 2023, 22:17) | matplotlib.font_manager | DEBUG : 'findfont: score(FontEntry(fname='C:\\Windows\\Fonts\\couri.ttf', name='Courier New', style='italic', variant='normal', weight=400, stretch='normal', size='scalable')) = 11.05' 
(31 December 2023, 22:17) | matplotlib.font_manager | DEBUG : 'findfont: score(FontEntry(fname='C:\\Windows\\Fonts\\NirmalaB.ttf', name='Nirmala UI', style='normal', variant='normal', weight=700, stretch='normal', size='scalable')) = 10.335' 
(31 December 2023, 22:17) | matplotlib.font_manager | DEBUG : 'findfont: score(FontEntry(fname='C:\\Windows\\Fonts\\segoeuib.ttf', name='Segoe UI', style='normal', variant='normal', weight=700, stretch='normal', size='scalable')) = 10.335' 
(31 December 2023, 22:17) | matplotlib.font_manager | DEBUG : 'findfont: score(FontEntry(fname='C:\\Windows\\Fonts\\sylfaen.ttf', name='Sylfaen', style='normal', variant='normal', weight=400, stretch='normal', size='scalable')) = 10.05' 
(31 December 2023, 22:17) | matplotlib.font_manager | DEBUG : 'findfont: score(FontEntry(fname='C:\\Windows\\Fonts\\impact.ttf', name='Impact', style='normal', variant='normal', weight=400, stretch='normal', size='scalable')) = 10.05' 
